year;state;month;number;date;;
2007;Sao Paulo;Jan;14;2007;Janeiro;
2008;Sao Paulo;Jan;34;2008;Janeiro;
2009;Sao Paulo;Jan;12;2009;Janeiro;
2010;Sao Paulo;Jan;45;2010;Janeiro;
2011;Sao Paulo;Jan;75;2011;Janeiro;
2012;Sao Paulo;Jan;38;2012;Janeiro;
2013;Sao Paulo;Jan;36;2013;Janeiro;
2014;Sao Paulo;Jan;99;2014;Janeiro;
2015;Sao Paulo;Jan;120;2015;Janeiro;
2016;Sao Paulo;Jan;85;2016;Janeiro;
2017;Sao Paulo;Jan;28;2017;Janeiro;
1998;Sao Paulo;Feb;0;1998;Fevereiro;
1999;Sao Paulo;Feb;47;1999;Fevereiro;
2000;Sao Paulo;Feb;25;2000;Fevereiro;
2001;Sao Paulo;Feb;25;2001;Fevereiro;
2002;Sao Paulo;Feb;19;2002;Fevereiro;
2003;Sao Paulo;Feb;137;2003;Fevereiro;
2004;Sao Paulo;Feb;41;2004;Fevereiro;
2005;Sao Paulo;Feb;78;2005;Fevereiro;
2006;Sao Paulo;Feb;59;2006;Fevereiro;
2007;Sao Paulo;Feb;96;2007;Fevereiro;
2008;Sao Paulo;Feb;30;2008;Fevereiro;
2009;Sao Paulo;Feb;65;2009;Fevereiro;
2010;Sao Paulo;Feb;152;2010;Fevereiro;
2011;Sao Paulo;Feb;73;2011;Fevereiro;
2012;Sao Paulo;Feb;81;2012;Fevereiro;
2013;Sao Paulo;Feb;100;2013;Fevereiro;
2014;Sao Paulo;Feb;112;2014;Fevereiro;
2015;Sao Paulo;Feb;69;2015;Fevereiro;
2016;Sao Paulo;Feb;188;2016;Fevereiro;
2017;Sao Paulo;Feb;107;2017;Fevereiro;
1998;Sao Paulo;Mar;0;1998;Março;
1999;Sao Paulo;Mar;78;1999;Março;
2000;Sao Paulo;Mar;26;2000;Março;
2001;Sao Paulo;Mar;35;2001;Março;
2002;Sao Paulo;Mar;111;2002;Março;
2003;Sao Paulo;Mar;86;2003;Março;
2004;Sao Paulo;Mar;73;2004;Março;
2005;Sao Paulo;Mar;73;2005;Março;
2006;Sao Paulo;Mar;106;2006;Março;
2007;Sao Paulo;Mar;152;2007;Março;
2008;Sao Paulo;Mar;72;2008;Março;
2009;Sao Paulo;Mar;55;2009;Março;
2010;Sao Paulo;Mar;111;2010;Março;
2011;Sao Paulo;Mar;45;2011;Março;
2012;Sao Paulo;Mar;99;2012;Março;
2013;Sao Paulo;Mar;57;2013;Março;
2014;Sao Paulo;Mar;75;2014;Março;
2015;Sao Paulo;Mar;68;2015;Março;
2016;Sao Paulo;Mar;82;2016;Março;
2017;Sao Paulo;Mar;103;2017;Março;
1998;Sao Paulo;Apr;0;1998;Abril;
1999;Sao Paulo;Apr;291;1999;Abril;
2000;Sao Paulo;Apr;102;2000;Abril;
2001;Sao Paulo;Apr;61;2001;Abril;
2002;Sao Paulo;Apr;178;2002;Abril;
2003;Sao Paulo;Apr;106;2003;Abril;
2004;Sao Paulo;Apr;36;2004;Abril;
2005;Sao Paulo;Apr;62;2005;Abril;
2006;Sao Paulo;Apr;63;2006;Abril;
2007;Sao Paulo;Apr;44;2007;Abril;
2008;Sao Paulo;Apr;84;2008;Abril;
2009;Sao Paulo;Apr;67;2009;Abril;
2010;Sao Paulo;Apr;91;2010;Abril;
2011;Sao Paulo;Apr;52;2011;Abril;
2012;Sao Paulo;Apr;82;2012;Abril;
2013;Sao Paulo;Apr;103;2013;Abril;
2014;Sao Paulo;Apr;103;2014;Abril;
2015;Sao Paulo;Apr;76;2015;Abril;
2016;Sao Paulo;Apr;307;2016;Abril;
2017;Sao Paulo;Apr;41;2017;Abril;
1998;Sao Paulo;May;0;1998;Maio;
1999;Sao Paulo;May;500;1999;Maio;
2000;Sao Paulo;May;300;2000;Maio;
2001;Sao Paulo;May;211;2001;Maio;
2002;Sao Paulo;May;319;2002;Maio;
2003;Sao Paulo;May;69;2003;Maio;
2004;Sao Paulo;May;60;2004;Maio;
2005;Sao Paulo;May;212;2005;Maio;
2006;Sao Paulo;May;88;2006;Maio;
2007;Sao Paulo;May;69;2007;Maio;
2008;Sao Paulo;May;40;2008;Maio;
2009;Sao Paulo;May;142;2009;Maio;
2010;Sao Paulo;May;150;2010;Maio;
2011;Sao Paulo;May;136;2011;Maio;
2012;Sao Paulo;May;82;2012;Maio;
2013;Sao Paulo;May;118;2013;Maio;
2014;Sao Paulo;May;181;2014;Maio;
2015;Sao Paulo;May;65;2015;Maio;
2016;Sao Paulo;May;139;2016;Maio;
2017;Sao Paulo;May;43;2017;Maio;
1998;Sao Paulo;June;451;1998;Junho;
1999;Sao Paulo;June;522;1999;Junho;
2000;Sao Paulo;June;606;2000;Junho;
2001;Sao Paulo;June;346;2001;Junho;
2002;Sao Paulo;June;562;2002;Junho;
2003;Sao Paulo;June;132;2003;Junho;
2004;Sao Paulo;June;231;2004;Junho;
2005;Sao Paulo;June;236;2005;Junho;
2006;Sao Paulo;June;97;2006;Junho;
2007;Sao Paulo;June;91;2007;Junho;
2008;Sao Paulo;June;25;2008;Junho;
2009;Sao Paulo;June;125;2009;Junho;
2010;Sao Paulo;June;143;2010;Junho;
2011;Sao Paulo;June;210;2011;Junho;
2012;Sao Paulo;June;30;2012;Junho;
2013;Sao Paulo;June;47;2013;Junho;
2014;Sao Paulo;June;331;2014;Junho;
2015;Sao Paulo;June;147;2015;Junho;
2016;Sao Paulo;June;197;2016;Junho;
2017;Sao Paulo;June;217;2017;Junho;
1998;Sao Paulo;July;596;1998;Julho;
1999;Sao Paulo;July;684;1999;Julho;
2000;Sao Paulo;July;770;2000;Julho;
2001;Sao Paulo;July;538;2001;Julho;
2002;Sao Paulo;July;448;2002;Julho;
2003;Sao Paulo;July;171;2003;Julho;
2004;Sao Paulo;July;342;2004;Julho;
2005;Sao Paulo;July;284;2005;Julho;
2006;Sao Paulo;July;245;2006;Julho;
2007;Sao Paulo;July;94;2007;Julho;
2008;Sao Paulo;July;126;2008;Julho;
2009;Sao Paulo;July;110;2009;Julho;
2010;Sao Paulo;July;600;2010;Julho;
2011;Sao Paulo;July;479;2011;Julho;
2012;Sao Paulo;July;179;2012;Julho;
2013;Sao Paulo;July;181;2013;Julho;
2014;Sao Paulo;July;476;2014;Julho;
2015;Sao Paulo;July;149;2015;Julho;
2016;Sao Paulo;July;687;2016;Julho;
2017;Sao Paulo;July;802;2017;Julho;
1998;Sao Paulo;Aug;581;1998;Agosto;
1999;Sao Paulo;Aug;1.211;1999;Agosto;
2000;Sao Paulo;Aug;915;2000;Agosto;
2001;Sao Paulo;Aug;595;2001;Agosto;
2002;Sao Paulo;Aug;719;2002;Agosto;
2003;Sao Paulo;Aug;934;2003;Agosto;
2004;Sao Paulo;Aug;794;2004;Agosto;
2005;Sao Paulo;Aug;522;2005;Agosto;
2006;Sao Paulo;Aug;572;2006;Agosto;
2007;Sao Paulo;Aug;470;2007;Agosto;
2008;Sao Paulo;Aug;153;2008;Agosto;
2009;Sao Paulo;Aug;289;2009;Agosto;
2010;Sao Paulo;Aug;1.809;2010;Agosto;
2011;Sao Paulo;Aug;1.067;2011;Agosto;
2012;Sao Paulo;Aug;435;2012;Agosto;
2013;Sao Paulo;Aug;497;2013;Agosto;
2014;Sao Paulo;Aug;1.458;2014;Agosto;
2015;Sao Paulo;Aug;643;2015;Agosto;
2016;Sao Paulo;Aug;797;2016;Agosto;
2017;Sao Paulo;Aug;981;2017;Agosto;
1998;Sao Paulo;Sept;525;1998;Setembro;
1999;Sao Paulo;Sept;911;1999;Setembro;
2000;Sao Paulo;Sept;582;2000;Setembro;
2001;Sao Paulo;Sept;425;2001;Setembro;
2002;Sao Paulo;Sept;302;2002;Setembro;
2003;Sao Paulo;Sept;977;2003;Setembro;
2004;Sao Paulo;Sept;809;2004;Setembro;
2005;Sao Paulo;Sept;231;2005;Setembro;
2006;Sao Paulo;Sept;694;2006;Setembro;
2007;Sao Paulo;Sept;495;2007;Setembro;
2008;Sao Paulo;Sept;486;2008;Setembro;
2009;Sao Paulo;Sept;116;2009;Setembro;
2010;Sao Paulo;Sept;1.677;2010;Setembro;
2011;Sao Paulo;Sept;1.108;2011;Setembro;
2012;Sao Paulo;Sept;813;2012;Setembro;
2013;Sao Paulo;Sept;560;2013;Setembro;
2014;Sao Paulo;Sept;882;2014;Setembro;
2015;Sao Paulo;Sept;368;2015;Setembro;
2016;Sao Paulo;Sept;490;2016;Setembro;
2017;Sao Paulo;Sept;2.868;2017;Setembro;
1998;Sao Paulo;Oct;434;1998;Outubro;
1999;Sao Paulo;Oct;763;1999;Outubro;
2000;Sao Paulo;Oct;647;2000;Outubro;
2001;Sao Paulo;Oct;444;2001;Outubro;
2002;Sao Paulo;Oct;733;2002;Outubro;
2003;Sao Paulo;Oct;422;2003;Outubro;
2004;Sao Paulo;Oct;195;2004;Outubro;
2005;Sao Paulo;Oct;221;2005;Outubro;
2006;Sao Paulo;Oct;153;2006;Outubro;
2007;Sao Paulo;Oct;281;2007;Outubro;
2008;Sao Paulo;Oct;87;2008;Outubro;
2009;Sao Paulo;Oct;64;2009;Outubro;
2010;Sao Paulo;Oct;260;2010;Outubro;
2011;Sao Paulo;Oct;188;2011;Outubro;
2012;Sao Paulo;Oct;206;2012;Outubro;
2013;Sao Paulo;Oct;127;2013;Outubro;
2014;Sao Paulo;Oct;887;2014;Outubro;
2015;Sao Paulo;Oct;213;2015;Outubro;
2016;Sao Paulo;Oct;177;2016;Outubro;
2017;Sao Paulo;Oct;179;2017;Outubro;
1998;Sao Paulo;Nov;488;1998;Novembro;
1999;Sao Paulo;Nov;398;1999;Novembro;
2000;Sao Paulo;Nov;96;2000;Novembro;
2001;Sao Paulo;Nov;168;2001;Novembro;
2002;Sao Paulo;Nov;72;2002;Novembro;
2003;Sao Paulo;Nov;155;2003;Novembro;
2004;Sao Paulo;Nov;144;2004;Novembro;
2005;Sao Paulo;Nov;163;2005;Novembro;
2006;Sao Paulo;Nov;43;2006;Novembro;
2007;Sao Paulo;Nov;50;2007;Novembro;
2008;Sao Paulo;Nov;20;2008;Novembro;
2009;Sao Paulo;Nov;83;2009;Novembro;
2010;Sao Paulo;Nov;104;2010;Novembro;
2011;Sao Paulo;Nov;87;2011;Novembro;
2012;Sao Paulo;Nov;50;2012;Novembro;
2013;Sao Paulo;Nov;120;2013;Novembro;
2014;Sao Paulo;Nov;56;2014;Novembro;
2015;Sao Paulo;Nov;21;2015;Novembro;
2016;Sao Paulo;Nov;39;2016;Novembro;
2017;Sao Paulo;Nov;37;2017;Novembro;
1998;Sao Paulo;Dec;121;1998;Dezembro;
1999;Sao Paulo;Dec;47;1999;Dezembro;
2000;Sao Paulo;Dec;23;2000;Dezembro;
2001;Sao Paulo;Dec;52;2001;Dezembro;
2002;Sao Paulo;Dec;57;2002;Dezembro;
2003;Sao Paulo;Dec;58;2003;Dezembro;
2004;Sao Paulo;Dec;102;2004;Dezembro;
2005;Sao Paulo;Dec;15;2005;Dezembro;
2006;Sao Paulo;Dec;13;2006;Dezembro;
2007;Sao Paulo;Dec;21;2007;Dezembro;
2008;Sao Paulo;Dec;36;2008;Dezembro;
2009;Sao Paulo;Dec;37;2009;Dezembro;
2010;Sao Paulo;Dec;52;2010;Dezembro;
2011;Sao Paulo;Dec;53;2011;Dezembro;
2012;Sao Paulo;Dec;64;2012;Dezembro;
2013;Sao Paulo;Dec;109;2013;Dezembro;
2014;Sao Paulo;Dec;57;2014;Dezembro;
2015;Sao Paulo;Dec;45;2015;Dezembro;
2016;Sao Paulo;Dec;47;2016;Dezembro;
1998;Sergipe;Jan;0;1998;Janeiro;
1999;Sergipe;Jan;36;1999;Janeiro;
2000;Sergipe;Jan;1;2000;Janeiro;
2001;Sergipe;Jan;2;2001;Janeiro;
2002;Sergipe;Jan;1;2002;Janeiro;
2003;Sergipe;Jan;198;2003;Janeiro;
2004;Sergipe;Jan;16;2004;Janeiro;
2005;Sergipe;Jan;80;2005;Janeiro;
2006;Sergipe;Jan;36;2006;Janeiro;
2007;Sergipe;Jan;56;2007;Janeiro;
2008;Sergipe;Jan;100;2008;Janeiro;
2009;Sergipe;Jan;60;2009;Janeiro;
2010;Sergipe;Jan;29;2010;Janeiro;
2011;Sergipe;Jan;36;2011;Janeiro;
2012;Sergipe;Jan;39;2012;Janeiro;
2013;Sergipe;Jan;34;2013;Janeiro;
2014;Sergipe;Jan;20;2014;Janeiro;
2015;Sergipe;Jan;44;2015;Janeiro;
2016;Sergipe;Jan;9;2016;Janeiro;
2017;Sergipe;Jan;31;2017;Janeiro;
1998;Sergipe;Feb;0;1998;Fevereiro;
1999;Sergipe;Feb;25;1999;Fevereiro;
2000;Sergipe;Feb;6;2000;Fevereiro;
2001;Sergipe;Feb;2;2001;Fevereiro;
2002;Sergipe;Feb;6;2002;Fevereiro;
2003;Sergipe;Feb;50;2003;Fevereiro;
2004;Sergipe;Feb;10;2004;Fevereiro;
2005;Sergipe;Feb;19;2005;Fevereiro;
2006;Sergipe;Feb;36;2006;Fevereiro;
2007;Sergipe;Feb;22;2007;Fevereiro;
2008;Sergipe;Feb;67;2008;Fevereiro;
2009;Sergipe;Feb;64;2009;Fevereiro;
2010;Sergipe;Feb;33;2010;Fevereiro;
2011;Sergipe;Feb;31;2011;Fevereiro;
2012;Sergipe;Feb;34;2012;Fevereiro;
2013;Sergipe;Feb;47;2013;Fevereiro;
2014;Sergipe;Feb;18;2014;Fevereiro;
2015;Sergipe;Feb;40;2015;Fevereiro;
2016;Sergipe;Feb;22;2016;Fevereiro;
2017;Sergipe;Feb;18;2017;Fevereiro;
1998;Sergipe;Mar;0;1998;Março;
1999;Sergipe;Mar;18;1999;Março;
2000;Sergipe;Mar;6;2000;Março;
2001;Sergipe;Mar;1;2001;Março;
2002;Sergipe;Mar;7;2002;Março;
2003;Sergipe;Mar;62;2003;Março;
2004;Sergipe;Mar;36;2004;Março;
2005;Sergipe;Mar;28;2005;Março;
2006;Sergipe;Mar;41;2006;Março;
2007;Sergipe;Mar;2;2007;Março;
2008;Sergipe;Mar;43;2008;Março;
2009;Sergipe;Mar;29;2009;Março;
2010;Sergipe;Mar;44;2010;Março;
2011;Sergipe;Mar;47;2011;Março;
2012;Sergipe;Mar;71;2012;Março;
2013;Sergipe;Mar;67;2013;Março;
2014;Sergipe;Mar;33;2014;Março;
2015;Sergipe;Mar;49;2015;Março;
2016;Sergipe;Mar;26;2016;Março;
2017;Sergipe;Mar;16;2017;Março;
1998;Sergipe;Apr;0;1998;Abril;
1999;Sergipe;Apr;6;1999;Abril;
2000;Sergipe;Apr;1;2000;Abril;
2001;Sergipe;Apr;0;2001;Abril;
2002;Sergipe;Apr;12;2002;Abril;
2003;Sergipe;Apr;48;2003;Abril;
2004;Sergipe;Apr;13;2004;Abril;
2005;Sergipe;Apr;8;2005;Abril;
2006;Sergipe;Apr;9;2006;Abril;
2007;Sergipe;Apr;1;2007;Abril;
2008;Sergipe;Apr;2;2008;Abril;
2009;Sergipe;Apr;19;2009;Abril;
2010;Sergipe;Apr;1;2010;Abril;
2011;Sergipe;Apr;12;2011;Abril;
2012;Sergipe;Apr;40;2012;Abril;
2013;Sergipe;Apr;15;2013;Abril;
2014;Sergipe;Apr;7;2014;Abril;
2015;Sergipe;Apr;35;2015;Abril;
2016;Sergipe;Apr;14;2016;Abril;
2017;Sergipe;Apr;8;2017;Abril;
1998;Sergipe;May;0;1998;Maio;
1999;Sergipe;May;0;1999;Maio;
2000;Sergipe;May;0;2000;Maio;
2001;Sergipe;May;3;2001;Maio;
2002;Sergipe;May;0;2002;Maio;
2003;Sergipe;May;2;2003;Maio;
2004;Sergipe;May;5;2004;Maio;
2005;Sergipe;May;0;2005;Maio;
2006;Sergipe;May;0;2006;Maio;
2007;Sergipe;May;0;2007;Maio;
2008;Sergipe;May;0;2008;Maio;
2009;Sergipe;May;0;2009;Maio;
2010;Sergipe;May;0;2010;Maio;
2011;Sergipe;May;0;2011;Maio;
2012;Sergipe;May;17;2012;Maio;
2013;Sergipe;May;1;2013;Maio;
2014;Sergipe;May;1;2014;Maio;
2015;Sergipe;May;11;2015;Maio;
2016;Sergipe;May;9;2016;Maio;
2017;Sergipe;May;1;2017;Maio;
1998;Sergipe;June;0;1998;Junho;
1999;Sergipe;June;0;1999;Junho;
2000;Sergipe;June;0;2000;Junho;
2001;Sergipe;June;0;2001;Junho;
2002;Sergipe;June;0;2002;Junho;
2003;Sergipe;June;0;2003;Junho;
2004;Sergipe;June;0;2004;Junho;
2005;Sergipe;June;0;2005;Junho;
2006;Sergipe;June;0;2006;Junho;
2007;Sergipe;June;0;2007;Junho;
2008;Sergipe;June;0;2008;Junho;
2009;Sergipe;June;2;2009;Junho;
2010;Sergipe;June;0;2010;Junho;
2011;Sergipe;June;1;2011;Junho;
2012;Sergipe;June;3;2012;Junho;
2013;Sergipe;June;1;2013;Junho;
2014;Sergipe;June;0;2014;Junho;
2015;Sergipe;June;3;2015;Junho;
2016;Sergipe;June;1;2016;Junho;
2017;Sergipe;June;0;2017;Junho;
1998;Sergipe;July;0;1998;Julho;
1999;Sergipe;July;0;1999;Julho;
2000;Sergipe;July;0;2000;Julho;
2001;Sergipe;July;0;2001;Julho;
2002;Sergipe;July;0;2002;Julho;
2003;Sergipe;July;0;2003;Julho;
2004;Sergipe;July;0;2004;Julho;
2005;Sergipe;July;0;2005;Julho;
2006;Sergipe;July;0;2006;Julho;
2007;Sergipe;July;0;2007;Julho;
2008;Sergipe;July;0;2008;Julho;
2009;Sergipe;July;0;2009;Julho;
2010;Sergipe;July;0;2010;Julho;
2011;Sergipe;July;0;2011;Julho;
2012;Sergipe;July;1;2012;Julho;
2013;Sergipe;July;0;2013;Julho;
2014;Sergipe;July;0;2014;Julho;
2015;Sergipe;July;0;2015;Julho;
2016;Sergipe;July;0;2016;Julho;
2017;Sergipe;July;0;2017;Julho;
1998;Sergipe;Aug;0;1998;Agosto;
1999;Sergipe;Aug;0;1999;Agosto;
2000;Sergipe;Aug;0;2000;Agosto;
2001;Sergipe;Aug;0;2001;Agosto;
2002;Sergipe;Aug;2;2002;Agosto;
2003;Sergipe;Aug;0;2003;Agosto;
2004;Sergipe;Aug;0;2004;Agosto;
2005;Sergipe;Aug;0;2005;Agosto;
2006;Sergipe;Aug;0;2006;Agosto;
2007;Sergipe;Aug;0;2007;Agosto;
2008;Sergipe;Aug;0;2008;Agosto;
2009;Sergipe;Aug;0;2009;Agosto;
2010;Sergipe;Aug;0;2010;Agosto;
2011;Sergipe;Aug;1;2011;Agosto;
2012;Sergipe;Aug;0;2012;Agosto;
2013;Sergipe;Aug;0;2013;Agosto;
2014;Sergipe;Aug;0;2014;Agosto;
2015;Sergipe;Aug;0;2015;Agosto;
2016;Sergipe;Aug;6;2016;Agosto;
2017;Sergipe;Aug;0;2017;Agosto;
1998;Sergipe;Sept;0;1998;Setembro;
1999;Sergipe;Sept;0;1999;Setembro;
2000;Sergipe;Sept;0;2000;Setembro;
2001;Sergipe;Sept;1;2001;Setembro;
2002;Sergipe;Sept;0;2002;Setembro;
2003;Sergipe;Sept;3;2003;Setembro;
2004;Sergipe;Sept;0;2004;Setembro;
2005;Sergipe;Sept;2;2005;Setembro;
2006;Sergipe;Sept;0;2006;Setembro;
2007;Sergipe;Sept;0;2007;Setembro;
2008;Sergipe;Sept;0;2008;Setembro;
2009;Sergipe;Sept;1;2009;Setembro;
2010;Sergipe;Sept;0;2010;Setembro;
2011;Sergipe;Sept;0;2011;Setembro;
2012;Sergipe;Sept;1;2012;Setembro;
2013;Sergipe;Sept;1;2013;Setembro;
2014;Sergipe;Sept;4;2014;Setembro;
2015;Sergipe;Sept;1;2015;Setembro;
2016;Sergipe;Sept;2;2016;Setembro;
2017;Sergipe;Sept;0;2017;Setembro;
1998;Sergipe;Oct;0;1998;Outubro;
1999;Sergipe;Oct;0;1999;Outubro;
2000;Sergipe;Oct;3;2000;Outubro;
2001;Sergipe;Oct;5;2001;Outubro;
2002;Sergipe;Oct;20;2002;Outubro;
2003;Sergipe;Oct;2;2003;Outubro;
2004;Sergipe;Oct;3;2004;Outubro;
2005;Sergipe;Oct;11;2005;Outubro;
2006;Sergipe;Oct;3;2006;Outubro;
2007;Sergipe;Oct;3;2007;Outubro;
2008;Sergipe;Oct;0;2008;Outubro;
2009;Sergipe;Oct;1;2009;Outubro;
2010;Sergipe;Oct;1;2010;Outubro;
2011;Sergipe;Oct;5;2011;Outubro;
2012;Sergipe;Oct;1;2012;Outubro;
2013;Sergipe;Oct;3;2013;Outubro;
2014;Sergipe;Oct;3;2014;Outubro;
2015;Sergipe;Oct;6;2015;Outubro;
2016;Sergipe;Oct;10;2016;Outubro;
2017;Sergipe;Oct;0;2017;Outubro;
1998;Sergipe;Nov;12;1998;Novembro;
1999;Sergipe;Nov;3;1999;Novembro;
2000;Sergipe;Nov;0;2000;Novembro;
